/* Names data file for localisation
 * The id's should be less than 20 chars 
 *
 * Text like this "*text*" is not final and should not be translated.
 */ 

/*
 * VEHICLES
 */

/* FINAL VEHICLES */
ZNULLDESIGN				_("New Design")
R-Wpn-Howitzer03-Rot			_("Rotary Howitzer")
//R-Wpn-Howitzer04-Inc			_("Incendiary Howitzer - Hellfire")

R-Wpn-Howitzer-Accuracy01		_("Target Acquisition Artillery Shells")
R-Wpn-Howitzer-Accuracy02		_("Target Acquisition Artillery Shells Mk2")
R-Wpn-Howitzer-Accuracy03		_("Target Prediction Artillery Shells")

R-Wpn-Howitzer-Damage01			_("HE Howitzer Shells")
R-Wpn-Howitzer-Damage02			_("HE Howitzer Shells Mk2")
R-Wpn-Howitzer-Damage03			_("HE Howitzer Shells Mk3")
R-Wpn-Howitzer-Damage04			_("HEAP Howitzer Shells")
R-Wpn-Howitzer-Damage05			_("HEAP Howitzer Shells Mk2")
R-Wpn-Howitzer-Damage06			_("HEAP Howitzer Shells Mk3")

R-Wpn-Howitzer-ROF01			_("Howitzer Autoloader")
R-Wpn-Howitzer-ROF02			_("Howitzer Autoloader Mk2")
R-Wpn-Howitzer-ROF03			_("Howitzer Autoloader Mk3")
R-Wpn-Howitzer-ROF04			_("Howitzer Fast Loader")

R-Wpn-Laser01				_("Laser - Flashlight")
R-Wpn-Laser02				_("Pulse Laser")

R-Wpn-MG-Accuracy01			_("Recoiless Machinegun Upgrade")
R-Wpn-MG-Accuracy02			_("Machinegun Targeting Computer")
R-Wpn-MG-Accuracy03			_("Machinegun Targeting Computer Mk2")
R-Wpn-MG-Accuracy04			_("Machinegun Targeting Computer Mk3")
R-Wpn-MG-Accuracy05			_("Fin-Stabilized MG Bullets")
R-Wpn-MG-Accuracy06			_("Fin-Stabilized MG Bullets Mk2")
R-Wpn-MG-Accuracy07			_("Fin-Stabilized MG Bullets Mk3")
R-Wpn-MG-Accuracy08			_("Machinegun Target Prediction Computer")
R-Wpn-MG-Accuracy09			_("Machinegun Target Prediction Computer Mk2")
R-Wpn-MG-Accuracy10			_("Machinegun Target Prediction Computer Mk3")

R-Wpn-MG-Damage01				_("Hardened MG Bullets")
R-Wpn-MG-Damage02				_("APDS MG Bullets")
R-Wpn-MG-Damage03				_("APDS MG Bullets Mk2")
R-Wpn-MG-Damage04				_("APDS MG Bullets Mk3")
R-Wpn-MG-Damage05				_("Tungsten-Tipped MG Bullets")
R-Wpn-MG-Damage06				_("Tungsten-Tipped MG Bullets Mk2")
R-Wpn-MG-Damage07				_("Tungsten-Tipped MG Bullets Mk3")
R-Wpn-MG-Damage08				_("Depleted Uranium MG Bullets")
R-Wpn-MG-Damage09				_("Depleted Uranium MG Bullets Mk2")
R-Wpn-MG-Damage10				_("Depleted Uranium MG Bullets Mk3")

R-Wpn-MG-ROF01				_("Belt-Fed Machinegun Upgrade")
R-Wpn-MG-ROF02				_("Chaingun Upgrade")
R-Wpn-MG-ROF03				_("Chaingun Upgrade Mk2")
R-Wpn-MG-ROF04				_("Chaingun Upgrade Mk3")
R-Wpn-MG-ROF05				_("Rapid-Fire Chaingun Upgrade")
R-Wpn-MG-ROF06				_("Rapid-Fire Chaingun Upgrade Mk2")
R-Wpn-MG-ROF07				_("Rapid-Fire Chaingun Upgrade Mk3")
R-Wpn-MG-ROF08				_("Chaingun Coolant System")
R-Wpn-MG-ROF09				_("Chaingun Coolant System Mk2")
R-Wpn-MG-ROF10				_("Chaingun Coolant System Mk3")

R-Wpn-MG1Mk1				_("Machinegun")
R-Wpn-MG2Mk1				_("Twin Machinegun")
R-Wpn-MG3Mk1				_("Heavy Machinegun")
R-Wpn-MG4					_("Assault Gun")

R-Wpn-Missile-Accuracy01		_("Target Prediction Ballistic Missiles")
R-Wpn-Missile-Accuracy02		_("Target Prediction Ballistic Missiles Mk2")
R-Wpn-Missile-Accuracy03		_("Target Prediction Ballistic Missiles Mk3")
R-Wpn-Missile-Damage01			_("Advanced Ballistic Missile Warhead")
R-Wpn-Missile-Damage02			_("Advanced Ballistic Missile Warhead Mk2")
R-Wpn-Missile-Damage03			_("Advanced Ballistic Missile Warhead Mk3")
R-Wpn-Missile-ROF01			_("Improved Ballistic Missile Loader")
R-Wpn-Missile-ROF02			_("Improved Ballistic Missile Loader Mk2")
R-Wpn-Missile-ROF03			_("Improved Ballistic Missile Loader Mk3")

R-Wpn-MissileSlow-Damage01		_("HEAP Missile Warhead")
R-Wpn-MissileSlow-Damage02		_("HEAP Missile Warhead Mk2")
R-Wpn-MissileSlow-Damage03		_("HEAP Missile Warhead Mk3")
R-Wpn-MissileSlow-ROF01			_("Improved Missile Loading System")

//R-Wpn-Missile-ASM-AT			"*Missile-ASM-AT*"
//R-Wpn-Missile-ASM-BB			_("Devastator Missile")
R-Wpn-Missile-LtSAM			_("Solar Flare AA Missile")
R-Wpn-Missile-HvSAM 			_("Sunstorm AA Missile")
R-Wpn-Missile2A-T				_("Scourge Missile")
R-Wpn-MdArtMissile 			_("Seraph Missile Array")
R-Wpn-HvArtMissile 			_("Archangel Missile Artillery")
//R-Wpn-Missile-SAM			"*R-Wpn-Missile-SAM*"

R-Wpn-Mortar-Acc01			_("Mortar Targeting Computer")
R-Wpn-Mortar-Acc02			_("Thermal Imaging Mortar Shells")
R-Wpn-Mortar-Acc03			_("Target Acquisition Mortar Shells")
R-Wpn-Mortar-Damage01			_("HE Mortar Shells")
R-Wpn-Mortar-Damage02			_("HE Mortar Shells Mk2")
R-Wpn-Mortar-Damage03			_("HE Mortar Shells Mk3")
R-Wpn-Mortar-Damage04			_("HEAP Mortar Shells")
R-Wpn-Mortar-Damage05			_("HEAP Mortar Shells Mk2")
R-Wpn-Mortar-Damage06			_("HEAP Mortar Shells Mk3")
R-Wpn-Mortar-ROF01			_("Mortar Autoloader")
R-Wpn-Mortar-ROF02			_("Mortar Autoloader Mk2")
R-Wpn-Mortar-ROF03			_("Mortar Autoloader Mk3")
R-Wpn-Mortar-ROF04			_("Mortar Fast Loader")
R-Wpn-Mortar01Lt				_("Mortar")
R-Wpn-Mortar02Hvy				_("Heavy Mortar - Bombard")
R-Wpn-Mortar3				_("Rotary Mortar - Pepperpot")

R-Wpn-RailGun01				_("Needlegun")
R-Wpn-RailGun02				_("Railgun")
R-Wpn-RailGun03				_("Gauss Cannon")
R-Wpn-Rail-Accuracy01			_("Railgun Targeting Computer")
R-Wpn-Rail-Accuracy02			_("Railgun Targeting Computer Mk2")
R-Wpn-Rail-Accuracy03			_("Railgun Targeting Computer Mk3")
R-Wpn-Rail-Accuracy04			_("Cannon/Railgun Target Prediction Computer")
R-Wpn-Rail-Accuracy05			_("Cannon/Railgun Target Prediction Computer Mk2")
R-Wpn-Rail-Accuracy06			_("Cannon/Railgun Target Prediction Computer Mk3")
R-Wpn-Rail-Damage01			_("Hardened Rail Darts")
R-Wpn-Rail-Damage02			_("Hardened Rail Darts Mk2")
R-Wpn-Rail-Damage03			_("Hardened Rail Darts Mk3")
R-Wpn-Rail-Damage04			_("Depleted Uranium Cannon/Railgun Rounds")
R-Wpn-Rail-Damage05			_("Depleted Uranium Cannon/Railgun Rounds Mk2")
R-Wpn-Rail-Damage06			_("Depleted Uranium Cannon/Railgun Rounds Mk3")
R-Wpn-Rail-ROF01				_("Railgun Autoloader")
R-Wpn-Rail-ROF02				_("Railgun Autoloader Mk2")
R-Wpn-Rail-ROF03				_("Railgun Autoloader Mk3")
R-Wpn-Rail-ROF04				_("Cannon/Railgun Coolant System")
R-Wpn-Rail-ROF05				_("Cannon/Railgun Coolant System Mk2")
R-Wpn-Rail-ROF06				_("Cannon/Railgun Coolant System Mk3")

R-Wpn-Rocket-Accuracy01			_("Fin-Stabilized Rockets")
R-Wpn-Rocket-Accuracy02			_("Fin-Stabilized Rockets Mk2")
R-Wpn-Rocket-Accuracy03			_("Fin-Stabilized Rockets Mk3")
R-Wpn-Rocket-Accuracy04			_("Improved Rocket Guidance")
R-Wpn-Rocket-Accuracy05			_("Improved Rocket Guidance Mk2")
R-Wpn-Rocket-Accuracy06			_("Improved Rocket Guidance Mk3")
R-Wpn-Rocket-Accuracy07			_("Search and Destroy Rockets")
R-Wpn-Rocket-Accuracy08			_("Search and Destroy Rockets Mk2")
R-Wpn-Rocket-Accuracy09			_("Search and Destroy Rockets Mk3")

R-Wpn-RocketSlow-Accuracy01		_("Rocket Laser Designator")
R-Wpn-RocketSlow-Accuracy02		_("Thermal Imaging Rockets")

R-Wpn-Rocket-Damage01			_("HEAT Rocket Warhead")
R-Wpn-Rocket-Damage02			_("HEAT Rocket Warhead Mk2")
R-Wpn-Rocket-Damage03			_("HEAT Rocket Warhead Mk3")
R-Wpn-Rocket-Damage04			_("HESH Rocket Warhead")
R-Wpn-Rocket-Damage05			_("HESH Rocket Warhead Mk2")
R-Wpn-Rocket-Damage06			_("HESH Rocket Warhead Mk3")
R-Wpn-Rocket-Damage07			_("Depleted Uranium Rocket Warhead")
R-Wpn-Rocket-Damage08			_("Depleted Uranium Rocket Warhead Mk2")
R-Wpn-Rocket-Damage09			_("Depleted Uranium Rocket Warhead Mk3")

R-Wpn-Rocket-ROF01			_("Rocket Autoloader")
R-Wpn-Rocket-ROF02			_("Rocket Autoloader Mk2")
R-Wpn-Rocket-ROF03			_("Rocket Autoloader Mk3")
R-Wpn-Rocket-ROF04			_("Rocket Robotic Loader")
R-Wpn-Rocket-ROF05			_("Rocket Robotic Loader Mk2")
R-Wpn-Rocket-ROF06			_("Rocket Robotic Loader Mk3")
R-Wpn-Rocket-ROF07			_("Advanced Rocket Allocation System")
R-Wpn-Rocket-ROF08			_("Advanced Rocket Allocation Mk2")
R-Wpn-Rocket-ROF09			_("Advanced Rocket Allocation Mk3")

R-Wpn-Artillery-Accuracy01		_("Fin-Stabilized Artillery Shells")
R-Wpn-Artillery-Accuracy02		_("Fin-Stabilized Artillery Shells Mk2")
R-Wpn-Artillery-Accuracy03		_("Fin-Stabilized Artillery Shells Mk3")
R-Wpn-Artillery-Accuracy04		_("Artillery Targeting Computer")
R-Wpn-Artillery-Accuracy05		_("Artillery Targeting Computer Mk2")
R-Wpn-Artillery-Accuracy06		_("Artillery Targeting Computer Mk3")
R-Wpn-Artillery-Accuracy07		_("Artillery Target Prediction Computer")
R-Wpn-Artillery-Accuracy08		_("Artillery Target Prediction Computer Mk2")
R-Wpn-Artillery-Accuracy09		_("Artillery Target Prediction Computer Mk3")

R-Wpn-Artillery-Damage01		_("HE Artillery Shells")
R-Wpn-Artillery-Damage02		_("HE Artillery Shells Mk2")
R-Wpn-Artillery-Damage03		_("HE Artillery Shells Mk3")
R-Wpn-Artillery-Damage04		_("HEAP Artillery Shells")
R-Wpn-Artillery-Damage05		_("HEAP Artillery Shells Mk2")
R-Wpn-Artillery-Damage06		_("HEAP Artillery Shells Mk3")
R-Wpn-Artillery-Damage07		_("Depleted Uranium Artillery Shells")
R-Wpn-Artillery-Damage08		_("Depleted Uranium Artillery Shells Mk2")
R-Wpn-Artillery-Damage09		_("Depleted Uranium Artillery Shells Mk3")

R-Wpn-Artillery-ROF01			_("Artillery Autoloader")
R-Wpn-Artillery-ROF02			_("Artillery Autoloader Mk2")
R-Wpn-Artillery-ROF03			_("Artillery Autoloader Mk3")
R-Wpn-Artillery-ROF04			_("Artillery Robotic Loader")
R-Wpn-Artillery-ROF05			_("Artillery Robotic Loader Mk2")
R-Wpn-Artillery-ROF06			_("Artillery Robotic Loader Mk3")
R-Wpn-Artillery-ROF07			_("Artillery Coolant System")
R-Wpn-Artillery-ROF08			_("Artillery Coolant System Mk2")
R-Wpn-Artillery-ROF09			_("Artillery Coolant System Mk3")

R-Wpn-RocketSlow-Accuracy03		"*NOT USED*"
R-Wpn-RocketSlow-Damage01		"*NOT USED*"
R-Wpn-RocketSlow-Damage02		"*NOT USED*"
R-Wpn-RocketSlow-Damage03		"*NOT USED*"
R-Wpn-RocketSlow-Damage04		"*NOT USED*"
R-Wpn-RocketSlow-Damage05		"*NOT USED*"
R-Wpn-RocketSlow-Damage06		"*NOT USED*"
R-Wpn-RocketSlow-ROF01			"*NOT USED*"
R-Wpn-RocketSlow-ROF02			"*NOT USED*"
R-Wpn-RocketSlow-ROF03			"*NOT USED*"

R-Wpn-Rocket01-LtAT			_("Lancer AT Rocket")
R-Wpn-Rocket02-MRL			_("Mini-Rocket Array")
R-Wpn-Rocket03-HvAT			_("Bunker Buster Rocket")
R-Wpn-Rocket05-MiniPod			_("Mini-Rocket Pod")
R-Wpn-Rocket06-IDF			_("Ripple Rocket Artillery")
R-Wpn-Rocket07-Tank-Killer		_("Tank Killer Rocket")

R-Wpn-TUTMG					_("Machinegun Artifact")

/* ENEMY STRUCTURES */
A0CommandCentreNP				_("New Paradigm Command Center")
A0CommandCentreCO				_("Collective Command Center")
A0CommandCentreNE				"*CommandCenterNE*"
UplinkCentre				"*UplinkCentre*"
NuclearReactor				"*NuclearReactor*"
CoolingTower				"*CoolingTower*"
GunsOfNav2					"*GunsOfNavaroneTwo*"
GunsOfNav1					"*GunsOfNavaroneOne*"
Sys-NEXUSLinkTOW				_("NEXUS Link Bunker")

/* BARBARIAN STRUCTURES */
A0BaBaFactory				_("Scavenger Factory")
A0BaBaGunTower				_("Scavenger Gun Tower")
A0BaBaHorizontalWall			_("Scavenger Horizontal Wall")
A0BaBaPowerGenerator			_("Scavenger Power Generator")
A0BaBaRocketPit				_("Scavenger Rocket Pit")
A0BaBaRocketPitAT				_("Scavenger AT-Rocket Pit")
A0BaBaBunker				_("Scavenger Bunker")
A0BabaCornerWall				_("Scavenger CornerWall")
A0BaBaFlameTower				_("Scavenger Flame Tower")
A0BaBaFlameTowerEnd			_("Scavenger Flame Tower End")
LookOutTower				_("Look-Out Tower")
A0CannonTower				_("Cannon Tower")
A0BaBaGunTowerEND				"*Scavenger End Tower*"
Barrier					"*Barrier*"
A0BaBaMortarPit				"*BaBaMortarPit*"
Emplacement-MortarPit01			_("Mortar Pit")
// MissileBunker				_("Missile Bunker")
A0BaBaFlameTow				"*A0BaBaFlameTow*"

/* BARBARIAN WEAPONS*/
ZNULLWEAPON					"*Z NULL Weapon*"
BaBaCannon					"*BaBa Cannon*"
BaBaMG					"*BaBa MG*"
BabaFlame					"*Flamer*"
BJeepMG					"*Jeep MG*"
BTowerMG					"*Tower MG*"
bTrikeMG					"*Trike MG*"
BuggyMG					"*Buggy MG*"
BabaRocket					"*BabaRocket*"
BusCannon					"*BusCannon*"
BabaPitRocket				"*Baba Rocket Pit Launcher*"
BabaPitRocketAT				"*AT Rocket Pit*"

/* FEATURES */
Crate						_("Artifact")
OilResource					_("Oil Resource")
Boulder1					"*Boulder 1*"
Boulder2					"*Boulder 2*"
Boulder3					"*Boulder 3*"
Chevy						"*Chevy*"
BlueCar					"*Blue Car*"
Pickup					"*Pickup*"
Crane						"*Crane*"
WaterTower					"*Water Tower*"
OilTower					"*Oil Tower*"
building1					"*Building 1*"
building2					"*Building 2*"
building3					"*Building 3*"
building4					"*Building 4*"
building5					"*Building 5*"
building6					"*Building 6*"
building7					"*Building 7*"
building8					"*Building 8*"
building10					"*Building 10*"
building11					"*Building 11*"
building12					"*Building 12*"
Ruin5						"*Ruin5*"
Ruin4						"*Ruin4*"
Ruin3						"*Ruin3*"
Ruin1						"*Ruin1*"
miruin2					"*miruin*2*"
bridge					_("Bridge")
bridge1					"*Bridge 1*"
bridge5					"*Bridge 5*"
BarbTechRuin				_("Ruined Factory")
BarbWarehouse1				_("Warehouse")
BarbHUT					_("Hut")
BarbWarehouse2				"*Warehouse2*"
BarbWarehouse3				"*Warehouse3*"
Pipe						"*Pipe*"
Pipe1						"*Pipe1*"
WaterBuilding				"*Water Building*"
WaterBuilding2				"*Water Building2*"
WaterBuilding3				"*Water Building3*"
OilDrum					_("Oil Drum")
//OilPipe1				"*Oil Pipe 1*"
//OilPipe2				"*Oil Pipe 2*"
//OilPipe3				"*Oil Pipe 3*"
Pylon					"*Pylon*"
Tree1					"*Tree1*"
Tree2					"*Tree2*"
Tree3					"*Tree3*"
TreeSnow1				"*Snowy Tree1*"
TreeSnow2				"*Snowy Tree2*"
TreeSnow3				"*Snowy Tree3*"
LogCabin1				"*LogCabin1*"
LogCabin2				"*LogCabin2*"
LogCabin3				"*LogCabin3*"
LogCabin4				"*LogCabin4*"
LogCabin5				"*LogCabin5*"
OldFactory				"*OldFactory*"
AirTrafficControl			"*AirTrafficControl*"
WreckedDroidHub				_("Wreck")
//WreckedHovercraft			_("Wrecked Hovercraft")
WreckedTank				_("Wrecked Tank")
//WreckedBuilding1			"*Wrecked Building 1*"
//Wreckedbuilding2			"*Wrecked Building 2*"
//WreckedBuilding3			"*Wrecked Building 3*"
//WreckedBuilding4			"*Wrecked Building 4*"
//WreckedBuilding				"*Wrecked Building 5*"
WreckedBuilding6			"*Wrecked Building 6*"
WreckedBuilding7			"*Wrecked Building 7*"
WreckedBuilding8			"*Wrecked Building 8*"
WreckedBuilding9			"*Wrecked Building 9*"
WreckedBuilding10			"*Wrecked Building 10*"
WreckedBuilding11			"*Wrecked Building 11*"
WreckedBuilding12			"*Wrecked Building 12*"
WreckedBuilding13			"*Wrecked Building 13*"
WreckedBuilding14			"*Wrecked Building 14*"
WreckedBuilding15			"*Wrecked Building 15*"
WreckedBuilding16			"*Wrecked Building 16*"
WreckedBuilding17			"*Wrecked Building 17*"
WreckedBridge				_("Wrecked Bridge")
WreckedVertCampVan			_("Wrecked Van")
WreckedSuzukiJeep			_("Wrecked Vehicle")
WreckedTankerV				_("Wrecked Tanker")
//WreckedTankerH				_("Wrecked Tanker")

/* LABS */
Z-Lab01					_("Cyborg Laboratory")
Z-Lab02					_("Advanced Warfare Laboratory")
Z-Lab03					_("Engineering Laboratory")
Z-Lab04					_("Robotics Laboratory")
Z-Lab05					_("Laser Optics Laboratory")
Z-Lab06					_("Electronics Laboratory")
Z-Lab07					_("Chemical Laboratory")
Z-Lab08					"*Advanced Materials Lab*"
Z-Lab09					"*VTOL Lab*"
Z-Lab10					"*Electro-Magnetics Lab*"
Z-Lab11					"*Nanotech Lab*"
Z-Lab12					"*High Energy Lab*"

/* LABS RESEARCH */
R-Lab-AdvWarfare			_("Advanced Warfare")
R-Lab-Chemical				_("Chemical Laboratory")
R-Lab-Cyborg				_("Cyborg Laboratory")
R-Lab-Electronics			_("Electronics Laboratory")
R-Lab-Engineering			_("Engineering Laboratory")
R-Lab-Robotics				_("Robotics Laboratory")

// *New Names...... Keith

P0PythonHvyCnTrks		_("Heavy Cannon Python Tracks")
P0CobraSpadeTracks		_("Cobra Truck")
P0CobraFlameTracks		_("Flamer Cobra Tracks")
P0CobraMedCnTrks		_("Medium Cannon Cobra Tracks")

//CyborgChain01GroundP0	_("Gunner")
//CyborgRkt01GroundP0		_("Lancer")
//CyborgCannon01GrdP0		_("Heavy Gunner")
//CyborgFlamer01GrdP0		_("Flamer")

// Cyborgs used in PSX scripts - copied to Player2 and renamed P2

//CyborgFlamer01GrdP2		"*CyborgFlamer01GrdP2*"
//CyborgCannon01GrdP2		"*CyborgCannon01GrdP2*"
//CyborgRkt01GroundP2		"*CyborgRkt01GroundP2*"
//CyborgChain01GroundP2	"*CyborgChain01GroundP2*"

// added in by Keith

R-Defense-PrisLas		_("Flashlight Laser Bunker")
P0-AASite-SAM1			_("Avenger SAM Site")
P0-AASite-SAM2			_("Vindicator SAM Site")
Howitzer04-Inc-pit		"*Howitzer04-Inc-pit*"
//P0-Emp-IncHow-Pit		_("Hellfire Emplacement")
Rocket-MRL-pit			"*Rocket-MRL-pit*"
Emplacement-MRL-pit		_("Mini-Rocket Battery")
GuardTower-RotMg		_("Assault Gun Tower")

Emplacement-HvyATrocket	_("Tank Killer Bunker")
//Rocket-HvyA-T-pit		"*Tank Killer-pit*"
Emplacement-HPVcannon	_("Medium HPV Cannon Emplacement")
Emplacement-PulseLaser	_("Heavy Pulse Laser Cannon Bunker")
Emplacement-Rail2		_("Twin Assault Needlegun Bunker")
Emplacement-MdART-pit	_("Seraph Missile Battery")
Missile-MdArt-pit		"*Seraph Missile-pit*"
Emplacement-HvART-pit	_("Archangel Missile Battery")
Missile-HvyArt-pit		"*Missile-HvyArt-pit*"
WallTower-HvATrocket	_("Tank Killer Hardpoint")
WallTower-HPVcannon		_("Medium HPV Cannon Hardpoint")
WallTower-Atmiss		_("Scourge Missile Hardpoint")
WallTower-Rail3			_("Gauss Cannon Hardpoint")

// added by Pete
//R-Cyborg-Wpn-Missile		_("Revenger Cyborg")

//ResMod-Cyb-MG-GRD		"*ResMod-Cyb-MG-GRD*"

//NEW VEHICLES
CO-M-HvFlame-Track 	"*CO-M-HvFlame-Track*"
CO-M-RR-HT			"*CO-M-RR-HT*"
CO-H-Rkt-BB-T		"*CO-H-Rkt-BB-T*"
CO-M-HMG-T			"*CO-M-HMG-T*"
CO-H-COM-H			"*CO-H-COM-H*"
CO-M-LTAT-Hover		"*CCO-M-LTAT-Hover*"
CO-M-HVAT-Hover		"*CCO-M-HVAT-Hover*"
CO-M-HvMortar-T		"*CO-M-HvMortar-T*"
CO-M-Repair-T		"*CO-M-Repair-T*"
CO-M-Rocket-BB-T		"*CO-M-Rocket-BB-T*"
CO-M-Rocket-LtA-T-T	"*CO-M-Rocket-LtA-T-T*"
CO-M-RotMortar-T		"*CO-M-RotMortar-T*"
CO-M-Sensor-T		"*CO-M-Sensor-T*"
CO-M-Vstrike-T		"*CO-M-Vstrike-T*"
CO-M-VTOLCBS-T		"*CO-M-VTOLCBS-T*"
CO-M-Con-T			"*CO-M-Con-T*"
CO-M-CBS-T			"*CO-M-CBS-T*"
CO-M-ROTMG-T		"*CO-M-ROTMG-T*"
CO-M-HVAT-V			"*CO-M-HVAT-V*"
CO-L-Bomb1-VTOL		"*CO-L-Bomb1-VTOL*"

CO-H-QuadRotAA-T		"*CO-H-QuadRotAA-T*"
CO-H-QuadBofAA-T		"*CO-H-QuadBofAA-T*"

Rocket-IDF-Emp		"*Rocket-IDF-Emp*"


// Additional templates for Player 0 entering start of cam2

P0CobraLtATRktHtrack	_("Lancer Cobra Half-tracks")
P0CobraHvyMGHtrack	_("Heavy Machinegun Cobra Half-tracks")
P0PythonComTracks		_("Command Turret Python Tracks")
P0CobraRepairTrks		_("Repair Cobra Tracks")

// New Cyborg Bodies
Cyb-Bod-Atmiss		"*Cyb-Bod-Atmiss*"
Cyb-Bod-BB-Rkt		"*Cyb-Bod-BB-Rkt*"
Cyb-Bod-Las1			"*Cyb-Bod-Las1*"
Cyb-Bod-Rail1			"*Cyb-Bod-Rail1*"

Cyb-Wpn-Atmiss		"*Cyb-Wpn-Atmiss*"
Cyb-Wpn-BB-Rkt		"*Cyb-Wpn-BB-Rkt*"
Cyb-Wpn-Laser			"*Cyb-Wpn-Laser*"
Cyb-Wpn-Rail1			"*Cyb-Wpn-Rail1*"

Cyb-Atmiss-GROUND		_("Scourge")
Cyb-BB-Rkt-GROUND		_("Bunker Blaster")
Cyb-Laser1-GROUND		_("Flashlight Gunner")
Cyb-Rail1-GROUND		_("Needlegunner")
WreckedTransporter	_("Downed Transport")

// Multiplayer VTOLs
P6-L-LTAT-V			"*Skirmish ATVTOL*"
P6-L-Bomb1-V		"*Skirmish BOMBVTOL*"
P6-M-QMG1-HT		"*P6-M-QMG1-HT*"

// New Style Repair Center - replaces all instances of A0RepairCentre
A0RepairCentre2		_("Repair Facility II")
A0RepairCentre3		_("Repair Facility III")
RepairCentre		"*Repair Center*"

Emplacement-MortarPit02	_("Bombard Pit")
Emplacement-Howitzer150	_("Heavy Howitzer Emplacement")


// CAM3 Start - Available Units
P0cam3CobCONTrk		_("Truck")
P0cam3PyHvyATTrk	_("Tank Killer Python Tracks")
P0cam3PyHPVcanTrk	_("Hyper Velocity Cannon Python Tracks")
P0cam3PyFlakHT		_("AA Flak Cannon Python Half-tracks")
P0cam3PyAsltGnTrk	_("Assault Gun Python Tracks")

R-Sys-NEXUSrepair		"*R-Sys-NEXUSrepair*"
NEXUSrepair			"*NEXUSrepair*"

// name change - moved to bottom of Names.TXT by Keith 9/2/99
Laser3BEAMMk1				_("Flashlight")
Laser3BEAM-VTOL				_("VTOL Flashlight")

MG4ROTARY-Pillbox			"*MG4ROTARY-Pillbox*"
Pillbox-RotMG				_("Assault Gun Bunker")
R-Defense-Pillbox-RotMG			"*NOT USED Rotary MG Bunker*"

NX-M-Bomb4-VTOL				"*NX-M-Bomb4-VTOL*"

// Added Cruise Missile Launcher Struc (CAM3-1) and ANTI-SAT Launcher (CAM3-4)
NX-ANTI-SATSite			_("Missile Silo")
NX-CruiseSite			_("Missile Silo")

NEXUSlink			"*NEXUSlink*"

// Added 21st Feb 99 - New NEXUS Versions of Sensor Towers, etc.

Sys-NX-SensorTower			_("Hardened Radar Detector Tower")
Sys-NX-CBTower				_("Hardened CB Radar Tower")
Sys-NX-VTOL-CB-Tow			_("Hardened VTOL CB Radar Tower")
Sys-NX-VTOL-RadTow			_("Hardened VTOL Strike Tower")
NX-M-HvSam-Hover				"*NX-M-HvSam-Hover*"
NX-L-Link-Hov					"*NX-L-Link-Hov*"
NX-M-Bomb2-VTOL				"*NX-M-Bomb2-VTOL*"

// Latest Additions
NX-L-Flash-Hover			"*NX-L-Flash-Hover*"


//New Skirmish Units
Sk-PythonHvCanTrack			_("Heavy Cannon Python Tracks")
Sk-CobraBBHover				_("Bunker Buster Cobra Hover")

R-Sys-Sensor-Upgrade02			_("Sensor Upgrade Mk2")
R-Sys-Sensor-Upgrade03			_("Sensor Upgrade Mk3")
//R-Struc-Power-Upgrade03			_("Gas Turbine Generator Mk3")
MP-Cyb-ATmiss-GRD			_("Scourge")
MP-Cyb-Laser1-GRD			_("Flashlight Gunner")

R-Struc-Power-Upgrade01b		_("Gas Turbine Generator Mk2")
R-Struc-Power-Upgrade01c		_("Gas Turbine Generator Mk3")

// Cam3NewTech starts here
R-Struc-Power-Upgrade03a		_("Vapor Turbine Generator Mk3")

// New Skirmish Units May28th wdg

SK-Bug-Hover-HMG				"*SK-Bug-Hover-HMG*"
SK-Cobra-Hover-BB				"*SK-Cobra-Hover-BB*"
SK-Cobra-Hover-HMG			"*SK-Cobra-Hover-HMG*"
SK-Cobra-Hover-Lancer			"*SK-Cobra-Hover-Lancer*"
SK-Cobra-Track-HVC			"*SK-Cobra-Track-HVC*"
SK-Cobra-Track-TK				"*SK-Cobra-Track-TK*"
SK-Leopard-Hover-Needle			"*SK-Leopard-Hover-Needle*"
SK-Leopard-HTrk-ASGun			"*SK-Leopard-HTrk-ASGun*"
SK-Leopard-Htrk-Needle			"*SK-Leopard-Htrk-Needle*"
SK-Leopard-Track-Lancer			"*SK-Leopard-Track-Lancer*"
SK-Mantis-Hover-Hcannon			"*SK-Mantis-Hover-Hcannon*"
SK-Mantis-Hover-HVC			"*SK-Mantis-Hover-HVC*"
SK-Panther-Hover-HVC			"*SK-Panther-Hover-HVC*"
SK-Panther-Hover-TK			"*SK-Panther-Hover-TK*"
SK-Panther-Htrk-ASGun			"*SK-Panther-Htrk-ASGun*"
SK-Panther-Htrk-BB			"*SK-Panther-Htrk-BB*"
SK-Panther-Track-HVC			"*SK-Panther-Track-HVC*"
SK-Panther-Track-RailGun		"*SK-Panther-Track-RailGun*"
SK-Panther-Track-TK			"*SK-Panther-Track-TK*"
SK-Python-Hover-Hcannon			"*SK-Python-Hover-Hcannon*"
SK-Python-Hover-Lancer			"*SK-Python-Hover-Lancer*"
SK-Python-Hover-Mcannon			"*SK-Python-Hover-Mcannon*"
SK-Python-Track-Hcannon			"*SK-Python-Track-Hcannon*"
